latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
6.71136,81.53332,331.31,0.61,0.71,2026-09-08,718,N,VIIRS,n,2.0NRT,289.61,5.84,D
6.71596,81.53243,333.96,0.61,0.71,2026-09-08,718,N,VIIRS,n,2.0NRT,289.69,5.37,D
6.72456,81.28551,330.86,0.63,0.72,2026-09-08,718,N,VIIRS,n,2.0NRT,291.77,6.84,D
7.61222,80.93584,339.15,0.64,0.72,2026-09-08,718,N,VIIRS,n,2.0NRT,291.93,6.81,D
7.95023,80.10661,333.68,0.72,0.75,2026-09-08,718,N,VIIRS,n,2.0NRT,287.82,6.49,D
7.97608,80.05353,333.42,0.72,0.76,2026-09-08,718,N,VIIRS,n,2.0NRT,288.36,9.72,D
8.15005,81.13979,337.83,0.61,0.71,2026-09-08,718,N,VIIRS,n,2.0NRT,289.69,7.53,D
8.54175,80.52318,336.54,0.66,0.73,2026-09-08,718,N,VIIRS,n,2.0NRT,289.66,7.06,D
9.37813,80.43444,341.92,0.64,0.72,2026-09-08,718,N,VIIRS,n,2.0NRT,291.88,7.48,D
10.41876,79.25484,335.8,0.74,0.76,2026-09-08,718,N,VIIRS,n,2.0NRT,295.51,7.07,D
10.42313,79.25229,355.09,0.73,0.76,2026-09-08,718,N,VIIRS,n,2.0NRT,295.22,10.43,D
10.42577,79.25342,344.95,0.74,0.76,2026-09-08,718,N,VIIRS,n,2.0NRT,295.13,7.07,D
11.16977,79.58669,330.7,0.68,0.74,2026-09-08,718,N,VIIRS,n,2.0NRT,293.92,5.67,D
11.44852,79.55484,331.28,0.67,0.74,2026-09-08,720,N,VIIRS,n,2.0NRT,294.18,6.1,D
11.71798,79.20487,330.28,0.7,0.75,2026-09-08,720,N,VIIRS,n,2.0NRT,294.5,6.98,D
11.71861,79.20637,333.78,0.7,0.75,2026-09-08,720,N,VIIRS,n,2.0NRT,294.92,4.97,D
11.91456,78.91544,337.28,0.73,0.76,2026-09-08,720,N,VIIRS,n,2.0NRT,294.41,4.43,D
16.86624,79.28669,340.8,0.55,0.68,2026-09-08,720,N,VIIRS,n,2.0NRT,287.48,10.5,D
16.86987,79.28905,349.2,0.55,0.68,2026-09-08,720,N,VIIRS,n,2.0NRT,286.91,9.74,D
17.42077,82.34301,336.64,0.34,0.56,2026-09-08,720,N,VIIRS,n,2.0NRT,292.76,2.06,D
17.42123,82.3414,329.03,0.34,0.56,2026-09-08,720,N,VIIRS,n,2.0NRT,292.18,2.8,D
19.09924,82.16588,327.77,0.33,0.55,2026-09-08,720,N,VIIRS,n,2.0NRT,293.54,3.91,D
22.68995,92.1611,329.81,0.41,0.37,2026-09-08,722,N,VIIRS,n,2.0NRT,292.02,2.89,D
23.67418,86.0887,335.29,0.48,0.4,2026-09-08,722,N,VIIRS,n,2.0NRT,289.13,7.74,D
27.94888,95.25629,332.5,0.44,0.46,2026-09-08,722,N,VIIRS,n,2.0NRT,294.32,2.75,D
28.65772,77.57368,338.07,0.39,0.6,2026-09-08,724,N,VIIRS,n,2.0NRT,294.07,3.21,D
29.9065,74.94508,367,0.52,0.67,2026-09-08,724,N,VIIRS,h,2.0NRT,295.48,13.87,D
29.90792,74.9504,333.77,0.52,0.67,2026-09-08,724,N,VIIRS,n,2.0NRT,296.05,16.71,D
29.90838,74.94791,367,0.52,0.67,2026-09-08,724,N,VIIRS,h,2.0NRT,295.73,15.56,D
31.21099,75.96707,329.07,0.42,0.61,2026-09-08,724,N,VIIRS,n,2.0NRT,295.18,2.47,D
6.38879,81.01832,333.68,0.61,0.71,2026-09-08,858,N,VIIRS,n,2.0NRT,288.76,5,D
6.39152,81.01944,335.74,0.61,0.71,2026-09-08,858,N,VIIRS,n,2.0NRT,288.81,4.47,D
7.56449,81.01935,341.91,0.63,0.72,2026-09-08,858,N,VIIRS,n,2.0NRT,292.38,10.86,D
7.56569,81.05844,353.87,0.64,0.72,2026-09-08,858,N,VIIRS,n,2.0NRT,291.01,13.73,D
7.56799,81.02248,335.25,0.63,0.72,2026-09-08,858,N,VIIRS,n,2.0NRT,292.17,9.12,D
7.56993,81.06039,340.3,0.64,0.72,2026-09-08,858,N,VIIRS,n,2.0NRT,290.96,10.01,D
7.7091,80.68776,338.87,0.6,0.71,2026-09-08,858,N,VIIRS,n,2.0NRT,290.04,10.21,D
7.70964,80.69207,341.61,0.6,0.71,2026-09-08,858,N,VIIRS,n,2.0NRT,290.31,14.15,D
7.71078,80.68703,340.15,0.6,0.71,2026-09-08,858,N,VIIRS,n,2.0NRT,289.75,9.17,D
7.71136,80.69144,343.91,0.6,0.71,2026-09-08,858,N,VIIRS,n,2.0NRT,290.21,9.17,D
7.84198,79.8895,343.53,0.54,0.67,2026-09-08,858,N,VIIRS,n,2.0NRT,290.92,7.16,D
8.43047,80.35378,336.38,0.59,0.7,2026-09-08,858,N,VIIRS,n,2.0NRT,290.13,6.95,D
8.60429,77.96714,337.01,0.41,0.6,2026-09-08,858,N,VIIRS,n,2.0NRT,299.88,2.57,D
8.68277,80.80513,337.41,0.63,0.72,2026-09-08,858,N,VIIRS,n,2.0NRT,290.81,3.8,D
8.95051,80.46358,330.71,0.61,0.71,2026-09-08,858,N,VIIRS,n,2.0NRT,289.22,3.53,D
9.09733,77.4617,330.93,0.38,0.59,2026-09-08,858,N,VIIRS,n,2.0NRT,298.6,1.47,D
9.09777,77.45968,335.17,0.38,0.59,2026-09-08,858,N,VIIRS,n,2.0NRT,298.97,1.46,D
9.24284,77.45622,367,0.38,0.59,2026-09-08,858,N,VIIRS,h,2.0NRT,300.12,6.7,D
9.34336,77.66833,336.37,0.4,0.6,2026-09-08,858,N,VIIRS,n,2.0NRT,301.54,1.47,D
9.34557,78.82265,340.93,0.48,0.64,2026-09-08,858,N,VIIRS,n,2.0NRT,294.84,7.49,D
9.3474,77.66602,348.28,0.4,0.6,2026-09-08,858,N,VIIRS,n,2.0NRT,300.93,2.13,D
9.34892,77.66765,330.81,0.4,0.6,2026-09-08,858,N,VIIRS,n,2.0NRT,300.21,1.47,D
9.48111,78.22231,334.78,0.44,0.62,2026-09-08,858,N,VIIRS,n,2.0NRT,297.17,3.12,D
9.53493,78.64525,358.03,0.47,0.64,2026-09-08,858,N,VIIRS,n,2.0NRT,293.97,10.55,D
9.84427,77.43711,333.04,0.39,0.59,2026-09-08,858,N,VIIRS,n,2.0NRT,301.65,1.08,D
9.84432,77.43795,330.84,0.39,0.59,2026-09-08,858,N,VIIRS,l,2.0NRT,301.21,2.31,D
10.26803,77.25012,333.67,0.38,0.59,2026-09-08,858,N,VIIRS,n,2.0NRT,300.52,4.37,D
10.26851,77.25398,367,0.39,0.59,2026-09-08,858,N,VIIRS,h,2.0NRT,303.46,13.47,D
10.26912,77.25885,367,0.39,0.59,2026-09-08,858,N,VIIRS,h,2.0NRT,303.19,13.47,D
10.27382,77.25198,367,0.38,0.59,2026-09-08,858,N,VIIRS,h,2.0NRT,306.94,8.66,D
10.27434,77.2561,338.94,0.39,0.59,2026-09-08,858,N,VIIRS,n,2.0NRT,304.77,7.95,D
12.06157,77.02383,330.93,0.39,0.6,2026-09-08,900,N,VIIRS,n,2.0NRT,298.73,2.86,D
12.09969,77.06045,331.42,0.4,0.6,2026-09-08,900,N,VIIRS,l,2.0NRT,302.11,3.63,D
12.6018,76.3521,330.43,0.36,0.57,2026-09-08,900,N,VIIRS,n,2.0NRT,297.42,1.17,D
12.68629,79.22961,330.03,0.56,0.69,2026-09-08,900,N,VIIRS,n,2.0NRT,290.8,5,D
13.76837,76.63393,334.36,0.39,0.59,2026-09-08,900,N,VIIRS,n,2.0NRT,294.39,3.36,D
14.2825,76.63771,339.44,0.4,0.6,2026-09-08,900,N,VIIRS,n,2.0NRT,295.05,4.58,D
16.83965,76.57693,338.6,0.42,0.61,2026-09-08,902,N,VIIRS,n,2.0NRT,289.66,3.65,D
20.81934,71.06818,330.11,0.42,0.45,2026-09-08,902,N,VIIRS,n,2.0NRT,299.88,2.79,D
21.10201,72.65463,333.48,0.53,0.5,2026-09-08,902,N,VIIRS,n,2.0NRT,297.8,4.88,D
21.10262,72.63547,337.55,0.53,0.5,2026-09-08,902,N,VIIRS,n,2.0NRT,298.03,9.33,D
21.10373,72.64575,343.32,0.53,0.5,2026-09-08,902,N,VIIRS,n,2.0NRT,299.18,10.64,D
21.10607,72.6489,339.2,0.53,0.5,2026-09-08,902,N,VIIRS,n,2.0NRT,299.32,10.32,D
24.67546,68.22954,337.51,0.49,0.4,2026-09-08,905,N,VIIRS,n,2.0NRT,302.66,3.29,D
24.88822,68.00552,343.55,0.48,0.4,2026-09-08,905,N,VIIRS,n,2.0NRT,308.6,4.46,D
25.02114,68.23278,339.49,0.49,0.4,2026-09-08,905,N,VIIRS,n,2.0NRT,307.46,3.65,D
25.02487,68.23222,340.54,0.49,0.4,2026-09-08,905,N,VIIRS,n,2.0NRT,308.72,7.97,D
25.57998,68.63033,331.53,0.52,0.42,2026-09-08,905,N,VIIRS,l,2.0NRT,305.96,3.84,D
26.11402,68.94534,338.33,0.55,0.43,2026-09-08,905,N,VIIRS,n,2.0NRT,305.78,5.33,D
26.11474,68.94655,334.53,0.55,0.43,2026-09-08,905,N,VIIRS,l,2.0NRT,305.1,2.47,D
26.15266,68.60349,340.16,0.53,0.42,2026-09-08,905,N,VIIRS,l,2.0NRT,311.45,6.53,D
26.61547,68.16102,343.67,0.51,0.41,2026-09-08,905,N,VIIRS,n,2.0NRT,306.76,10.62,D
27.97179,68.9266,342.52,0.39,0.44,2026-09-08,905,N,VIIRS,n,2.0NRT,307.6,3.99,D
28.04094,69.6731,333.71,0.42,0.46,2026-09-08,905,N,VIIRS,l,2.0NRT,305.84,4.14,D
29.82304,72.84699,337.52,0.34,0.56,2026-09-08,905,N,VIIRS,n,2.0NRT,299.51,2.06,D
30.33233,71.97624,338.09,0.62,0.54,2026-09-08,905,N,VIIRS,n,2.0NRT,300.17,5.02,D
31.33438,72.16042,333.78,0.32,0.55,2026-09-08,905,N,VIIRS,n,2.0NRT,297.11,2.1,D
31.33746,72.16238,333.87,0.32,0.55,2026-09-08,905,N,VIIRS,n,2.0NRT,296.93,3.64,D
31.45633,72.13813,337.01,0.32,0.55,2026-09-08,905,N,VIIRS,n,2.0NRT,297.88,2.5,D
35.48441,74.07708,331.6,0.46,0.64,2026-09-08,905,N,VIIRS,l,2.0NRT,306.33,5.29,D
33.37469,70.30645,342.48,0.53,0.5,2026-09-08,907,N,VIIRS,n,2.0NRT,300.81,3.7,D
19.10295,82.16367,306.2,0.53,0.5,2026-09-08,1949,N,VIIRS,n,2.0NRT,273.54,1.37,N
19.96099,79.33219,300.58,0.42,0.61,2026-09-08,1949,N,VIIRS,n,2.0NRT,269.83,0.78,N
20.78671,85.26124,298.84,0.54,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,272.8,2.18,N
20.79587,85.25201,315.69,0.54,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,272.81,3.87,N
20.80691,85.25891,300.08,0.54,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,268.92,2.19,N
20.86284,84.98545,298.67,0.56,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,270.94,1.25,N
20.86435,84.99242,296.94,0.56,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,269.84,1.16,N
20.86501,84.98708,306.75,0.56,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,271.06,1.16,N
20.86611,84.99142,299.33,0.56,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,270.68,1.96,N
20.88556,84.98448,298.64,0.56,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,268.71,1.3,N
20.89022,84.97961,305.39,0.56,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,268.48,1.48,N
20.95109,86.04737,310.27,0.5,0.41,2026-09-08,1949,N,VIIRS,n,2.0NRT,271.42,1.38,N
20.95175,86.04957,310.7,0.5,0.41,2026-09-08,1949,N,VIIRS,n,2.0NRT,272.04,1.4,N
20.96103,85.1719,297.17,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,272.55,1.48,N
20.96147,85.17611,298.83,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,272.18,2.6,N
20.96218,85.17078,300.26,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,272.53,3.59,N
20.96296,85.18839,307.2,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,268.75,1.24,N
20.96362,85.18311,296.46,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,271.8,1.24,N
20.96399,85.18727,307.6,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,270.26,2.38,N
20.96497,85.17246,301.6,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,273.25,1.63,N
20.96564,85.16711,301.3,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,273.54,2.31,N
20.96801,86.01303,298.69,0.5,0.41,2026-09-08,1949,N,VIIRS,n,2.0NRT,273.17,1.58,N
20.96823,85.17837,305.13,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,273.49,1.63,N
20.96824,85.15533,299.2,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,272.53,1.8,N
20.9689,85.17302,309.48,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,274.62,1.63,N
20.97303,86.00401,299.09,0.5,0.41,2026-09-08,1949,N,VIIRS,n,2.0NRT,272.26,1.05,N
20.97745,85.16879,301.13,0.55,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,275.55,1.53,N
21.07918,85.03577,300.85,0.56,0.43,2026-09-08,1949,N,VIIRS,n,2.0NRT,272.89,2.47,N
21.24244,79.22527,306.63,0.44,0.62,2026-09-08,1949,N,VIIRS,n,2.0NRT,287.33,1.09,N
21.33592,78.96922,313.41,0.46,0.63,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.01,1.74,N
21.3374,78.96973,314.29,0.45,0.63,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.02,2.12,N
21.67748,84.04029,304.58,0.44,0.46,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.06,1.83,N
21.68175,84.04088,306.79,0.44,0.46,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.25,1.39,N
21.91912,83.35267,297.13,0.48,0.48,2026-09-08,1949,N,VIIRS,n,2.0NRT,268.48,0.71,N
21.91968,83.34795,300.5,0.49,0.48,2026-09-08,1949,N,VIIRS,n,2.0NRT,268.28,0.71,N
21.92199,83.3504,308.56,0.49,0.48,2026-09-08,1949,N,VIIRS,n,2.0NRT,267.01,1.63,N
22.21111,84.86725,296.64,0.4,0.44,2026-09-08,1949,N,VIIRS,n,2.0NRT,265.75,0.93,N
22.32055,82.56607,296.17,0.55,0.51,2026-09-08,1949,N,VIIRS,n,2.0NRT,265.75,1.13,N
22.33052,82.60535,296.65,0.55,0.51,2026-09-08,1949,N,VIIRS,n,2.0NRT,264.1,0.57,N
22.4775,90.71188,296.91,0.38,0.36,2026-09-08,1949,N,VIIRS,n,2.0NRT,270.8,0.43,N
22.78655,86.19794,303.72,0.51,0.41,2026-09-08,1949,N,VIIRS,n,2.0NRT,282.63,1.5,N
22.79034,86.19852,312.09,0.51,0.41,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.06,2.54,N
22.79099,86.19352,316.28,0.51,0.41,2026-09-08,1949,N,VIIRS,n,2.0NRT,284.3,2.54,N
23.55746,87.24306,316.67,0.46,0.39,2026-09-08,1949,N,VIIRS,n,2.0NRT,285.87,5.33,N
23.55808,87.23852,331,0.46,0.39,2026-09-08,1949,N,VIIRS,n,2.0NRT,286.14,5.48,N
23.55933,87.22939,317.11,0.46,0.39,2026-09-08,1949,N,VIIRS,n,2.0NRT,285.55,2.15,N
23.5617,87.2391,315.55,0.46,0.39,2026-09-08,1949,N,VIIRS,n,2.0NRT,285.37,5.48,N
23.61153,87.1468,306.1,0.47,0.4,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.12,0.84,N
23.66251,87.15499,307.21,0.47,0.4,2026-09-08,1949,N,VIIRS,n,2.0NRT,278.78,1.3,N
23.66553,87.1602,303.3,0.47,0.4,2026-09-08,1949,N,VIIRS,n,2.0NRT,280.63,1.3,N
23.67217,86.11553,308.55,0.53,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.62,1.25,N
23.68253,86.09591,314.45,0.53,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.44,1.63,N
23.69677,86.07681,321.72,0.53,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,283.98,3.27,N
23.7728,86.20103,303.01,0.52,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,284.66,2.29,N
23.77346,86.19588,308.14,0.52,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,284.71,1.73,N
23.77914,86.21259,311.63,0.52,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,284.99,1.55,N
23.7798,86.20742,309.32,0.52,0.42,2026-09-08,1949,N,VIIRS,n,2.0NRT,285.51,2.44,N
23.80277,86.33076,303.31,0.52,0.41,2026-09-08,1949,N,VIIRS,n,2.0NRT,277.22,0.85,N
23.83902,85.30463,303.99,0.39,0.44,2026-09-08,1949,N,VIIRS,n,2.0NRT,287.28,1.02,N
23.83938,85.30389,302.27,0.39,0.44,2026-09-08,1949,N,VIIRS,n,2.0NRT,287.36,0.51,N
24.92294,84.15626,306.82,0.47,0.48,2026-09-08,1949,N,VIIRS,n,2.0NRT,286,1.73,N
26.64162,79.47488,304.22,0.48,0.65,2026-09-08,1949,N,VIIRS,n,2.0NRT,290.65,0.53,N
11.86825,79.20898,308.07,0.33,0.56,2026-09-08,1951,N,VIIRS,n,2.0NRT,291.62,0.69,N
11.86972,79.20905,308.67,0.33,0.56,2026-09-08,1951,N,VIIRS,n,2.0NRT,291.66,0.73,N
12.69771,76.40362,296.02,0.53,0.67,2026-09-08,1951,N,VIIRS,n,2.0NRT,285.99,2.14,N
14.60695,79.35424,295.06,0.36,0.57,2026-09-08,1951,N,VIIRS,n,2.0NRT,284.72,2.36,N
15.17607,76.65705,301.42,0.55,0.68,2026-09-08,1951,N,VIIRS,n,2.0NRT,278.43,2.31,N
17.46397,80.65453,305.67,0.64,0.54,2026-09-08,1951,N,VIIRS,n,2.0NRT,289.37,1.51,N
17.60929,83.20439,306.12,0.44,0.46,2026-09-08,1951,N,VIIRS,n,2.0NRT,275.54,0.83,N
19.0977,82.16817,303.81,0.53,0.5,2026-09-08,1951,N,VIIRS,n,2.0NRT,273.29,1.64,N
6.78723,81.522,307.55,0.4,0.44,2026-09-08,1953,N,VIIRS,n,2.0NRT,288.12,0.93,N
7.74249,80.7152,304.47,0.46,0.47,2026-09-08,1953,N,VIIRS,n,2.0NRT,291.24,1.31,N
7.87005,80.20573,305.26,0.5,0.49,2026-09-08,1953,N,VIIRS,n,2.0NRT,291.34,0.6,N
8.10951,79.96661,307.71,0.53,0.5,2026-09-08,1953,N,VIIRS,n,2.0NRT,292.32,2.24,N
8.16852,80.86479,308.74,0.46,0.47,2026-09-08,1953,N,VIIRS,n,2.0NRT,292.56,0.81,N
8.17287,80.86552,305.72,0.46,0.47,2026-09-08,1953,N,VIIRS,n,2.0NRT,292.32,0.36,N
9.93439,78.31834,308.55,0.36,0.57,2026-09-08,1953,N,VIIRS,n,2.0NRT,292.76,0.7,N
10.26213,77.25868,300.67,0.43,0.62,2026-09-08,1953,N,VIIRS,n,2.0NRT,289.55,0.89,N
10.39128,79.30709,311.77,0.63,0.54,2026-09-08,1953,N,VIIRS,n,2.0NRT,293.29,2.85,N
28.34513,77.23094,307.2,0.38,0.58,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.84,0.78,N
28.744,76.92703,309.02,0.35,0.57,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.79,0.88,N
28.74435,76.92632,305.77,0.35,0.57,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.99,1.24,N
28.77183,77.56693,306.21,0.39,0.59,2026-09-08,2127,N,VIIRS,n,2.0NRT,290.42,0.51,N
29.47554,76.86042,310.75,0.34,0.56,2026-09-08,2127,N,VIIRS,n,2.0NRT,292.51,0.75,N
29.47636,76.85699,304.91,0.34,0.56,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.99,0.75,N
29.63118,77.24579,303.99,0.35,0.57,2026-09-08,2127,N,VIIRS,n,2.0NRT,291.79,0.58,N
32.28975,70.74053,313.42,0.44,0.38,2026-09-08,2127,N,VIIRS,n,2.0NRT,299.03,2.4,N
32.65488,70.47535,312.61,0.42,0.38,2026-09-08,2127,N,VIIRS,n,2.0NRT,297.87,1.05,N
32.88793,71.61536,312.55,0.46,0.39,2026-09-08,2127,N,VIIRS,n,2.0NRT,297.11,2.77,N
33.29699,71.18787,308.57,0.44,0.38,2026-09-08,2127,N,VIIRS,n,2.0NRT,294.99,0.84,N
33.54652,71.54891,306.94,0.45,0.39,2026-09-08,2127,N,VIIRS,n,2.0NRT,295.96,1.34,N
33.80086,72.09872,306.87,0.47,0.4,2026-09-08,2127,N,VIIRS,n,2.0NRT,295.32,1.52,N
33.90252,74.64256,303.02,0.41,0.45,2026-09-08,2127,N,VIIRS,n,2.0NRT,283.88,1.2,N
35.96978,68.6861,306.24,0.38,0.36,2026-09-08,2127,N,VIIRS,n,2.0NRT,292.39,1.1,N
22.26371,75.1344,305.94,0.38,0.59,2026-09-08,2129,N,VIIRS,n,2.0NRT,289.82,1.06,N
23.2817,72.41914,310.48,0.49,0.49,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.49,0.89,N
23.28408,72.41761,307.05,0.49,0.49,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.41,0.91,N
24.6623,74.63559,305.55,0.63,0.54,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.59,1.89,N
24.66258,74.636,304.85,0.63,0.54,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.63,1.81,N
24.69026,73.00349,304.37,0.5,0.49,2026-09-08,2129,N,VIIRS,n,2.0NRT,293.62,1.03,N
24.93405,74.6332,303.84,0.62,0.54,2026-09-08,2129,N,VIIRS,n,2.0NRT,292.51,1.36,N
25.38731,68.58466,319.6,0.43,0.38,2026-09-08,2129,N,VIIRS,n,2.0NRT,295.89,1.19,N
26.09434,68.87854,315.79,0.44,0.38,2026-09-08,2129,N,VIIRS,n,2.0NRT,297.03,1.69,N
26.87394,73.51777,305.58,0.49,0.48,2026-09-08,2129,N,VIIRS,n,2.0NRT,295.45,1.38,N
27.66834,76.12954,304.87,0.34,0.56,2026-09-08,2129,N,VIIRS,n,2.0NRT,293.68,0.87,N
28.42417,69.70237,322.16,0.44,0.39,2026-09-08,2129,N,VIIRS,n,2.0NRT,298.08,1.8,N
15.13748,76.71239,304.03,0.67,0.73,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.39,1.38,N
15.17795,76.657,308.23,0.66,0.73,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.68,3.05,N
15.17892,76.66013,304.46,0.66,0.73,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.58,2.95,N
15.18275,76.67428,302.85,0.66,0.73,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.4,1.89,N
15.22613,76.76373,301.41,0.67,0.74,2026-09-08,2131,N,VIIRS,n,2.0NRT,287,1.03,N
15.65884,73.9893,310.62,0.44,0.62,2026-09-08,2131,N,VIIRS,n,2.0NRT,288.94,1.44,N
15.6609,73.98779,300.61,0.43,0.62,2026-09-08,2131,N,VIIRS,n,2.0NRT,288.62,1.28,N
18.57086,74.15802,301.48,0.39,0.59,2026-09-08,2131,N,VIIRS,n,2.0NRT,289.11,0.94,N
18.57162,74.15484,303.27,0.39,0.59,2026-09-08,2131,N,VIIRS,n,2.0NRT,289.09,0.82,N
18.68038,73.04181,303.95,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.64,2.04,N
18.68104,73.0387,311.31,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.91,1.06,N
18.6817,73.03559,303.54,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.62,1.06,N
18.68233,73.04176,310.34,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.94,1.64,N
18.68296,73.03863,305.36,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.24,2.36,N
18.68424,73.03241,313.03,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.62,1.8,N
18.68609,73.03984,303.23,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.86,1.06,N
18.6874,73.03365,303.69,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.25,2.33,N
18.69113,73.041,316.05,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.89,2.15,N
18.69305,73.04095,316.93,0.33,0.55,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.47,2.21,N
19.82081,79.33638,300.96,0.78,0.78,2026-09-08,2131,N,VIIRS,n,2.0NRT,277.48,1.84,N
19.93463,73.71231,301.71,0.35,0.56,2026-09-08,2131,N,VIIRS,n,2.0NRT,287.55,0.43,N
20.35331,72.95158,302.88,0.6,0.53,2026-09-08,2131,N,VIIRS,n,2.0NRT,290.82,2.13,N
20.91132,71.46037,311.82,0.48,0.48,2026-09-08,2131,N,VIIRS,n,2.0NRT,294.96,1.86,N
21.10329,72.63621,309.85,0.56,0.51,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.32,2.74,N
21.10576,72.64803,305.61,0.56,0.51,2026-09-08,2131,N,VIIRS,n,2.0NRT,291.86,2.49,N
22.92725,70.10981,310.63,0.55,0.43,2026-09-08,2131,N,VIIRS,n,2.0NRT,292.31,4.11,N
24.79702,94.19991,325.94,0.38,0.36,2026-09-09,703,N,VIIRS,n,2.0NRT,288.79,1.88,D
27.37927,95.33396,330.91,0.4,0.37,2026-09-09,703,N,VIIRS,n,2.0NRT,295.35,2.29,D
27.87187,96.85019,335.29,0.45,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,294.94,6.71,D
27.87366,96.83576,337.86,0.45,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,296.25,5.55,D
27.87488,96.84531,331.52,0.45,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,294.68,2.22,D
27.93021,96.76659,332.46,0.45,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,295.41,4.17,D
28.01827,96.64623,329.37,0.44,0.39,2026-09-09,703,N,VIIRS,n,2.0NRT,292.44,1.22,D
29.30994,88.86318,327.35,0.5,0.41,2026-09-09,703,N,VIIRS,l,2.0NRT,299.54,2.64,D
29.55372,90.96186,328.62,0.41,0.37,2026-09-09,703,N,VIIRS,l,2.0NRT,300.35,1.68,D
29.5571,90.96114,326.22,0.41,0.37,2026-09-09,703,N,VIIRS,l,2.0NRT,299.62,1.68,D
29.56206,90.99042,326.76,0.41,0.37,2026-09-09,703,N,VIIRS,l,2.0NRT,300.25,2.63,D
6.33895,80.99429,342.35,0.58,0.52,2026-09-09,837,N,VIIRS,n,2.0NRT,298.15,6.59,D
6.36096,80.77393,331.67,0.56,0.51,2026-09-09,837,N,VIIRS,n,2.0NRT,296.64,2.49,D
6.36174,80.77742,336.21,0.56,0.51,2026-09-09,837,N,VIIRS,n,2.0NRT,296.83,5.69,D
6.36473,80.94134,342.41,0.57,0.52,2026-09-09,837,N,VIIRS,n,2.0NRT,295.7,7.83,D
